Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4750176;;0;628.65;1;2.80;CP4;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1.O=C(O)C(F)(F)F;Kd;'=';41.6;nM;7.38;;;UO_0000065;14.34;0.27;4.58;6.19;0;CHEMBL4687442;Binding affinity to USP7 (208 to 560 residues) (unknown origin) assessed as dissociation constant by biolayer interferometry;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;
CHEMBL4129261;;0;514.39;2;5.52;22;O=C(Nc1ccc2c(c1)S(=O)(=O)C=C2)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';100.0;nM;7.00;;;UO_0000065;13.61;0.31;1.48;5.87;0;CHEMBL4119768;Inhibition of USP7 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4126521;;0;467.64;0;4.52;30;CCCc1cc2c(=O)n(C(C)C3(O)CCN(C(=O)CC(C)c4ccccc4)CC3)cnc2s1;IC50;'=';300.0;nM;6.52;;;UO_0000065;13.95;0.27;2.00;8.65;0;CHEMBL4119770;Inhibition of USP7 (unknown origin) using Ub-Rh110 as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4635798;;0;469.99;0;4.70;24;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1O[C@H]1CCCNC1;IC50;'=';4.6;nM;8.34;;;UO_0000065;17.74;0.36;3.64;11.66;0;CHEMBL4605951;Inhibition of recombinant full length USP7 (unknown origin) using ubiquintin-rhodamine as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorescence-based Envision plate reader assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL4642862;;0;510.06;2;5.20;32;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1OC1CCCNC1;EC50;'=';250.0;nM;6.60;;;UO_0000065;12.94;0.26;1.40;9.23;0;CHEMBL4605954;Inhibition of USP7 in human RKO cells transfected with p53 luciferase reporter vector assessed as increase in p53-dependent luciferase activity measured after 18 hrs by BrightGlo luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;RKO;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;CHEMBL3307731;
CHEMBL4638688;;0;483.04;0;4.37;36;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1CN1CCNC[C@@H]1C;EC50;'=';280.0;nM;6.55;;;UO_0000065;13.57;0.27;2.18;10.00;0;CHEMBL4605954;Inhibition of USP7 in human RKO cells transfected with p53 luciferase reporter vector assessed as increase in p53-dependent luciferase activity measured after 18 hrs by BrightGlo luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;RKO;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;CHEMBL3307731;
CHEMBL4762640;;0;779.09;1;2.72;L55;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(-c5ccc(CN)cc5)n(C)nc4c3=O)CC2)c(Cl)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;Inhibition;;;%;;;Active;UO_0000187;;;;;0;CHEMBL4687475;Inhibition of USP7 in human RS4-11 cells assessed as increase in p53 at 0.1 to 1 uM incubated for 24 hrs by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;Blood;RS4-11;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose_Lower = 0.1 microM | Dose_Upper = 1.0 microM | TIME = 24.0 hr
CHEMBL4786327;;0;509.51;1;2.67;L43;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)c(F)c1;Inhibition;'=';61.1;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4638960;;0;469.01;0;3.98;35;Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCC4=O)sc23)c1CN1CCNCC1;EC50;'=';1200.0;nM;5.92;;;UO_0000065;12.62;0.25;1.94;9.03;0;CHEMBL4605954;Inhibition of USP7 in human RKO cells transfected with p53 luciferase reporter vector assessed as increase in p53-dependent luciferase activity measured after 18 hrs by BrightGlo luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;RKO;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;CHEMBL3307731;
CHEMBL4125949;;0;516.41;2;5.09;23;O=C(Nc1ccc2c(c1)S(=O)(=O)CC2)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';130.0;nM;6.89;;;UO_0000065;13.33;0.30;1.80;5.77;0;CHEMBL4119768;Inhibition of USP7 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4079712;;0;245.28;0;1.86;4;CN1CCC(c2noc(-c3ccc(O)cc3)n2)C1;Activity;;;;;;Active;;;;;;0;CHEMBL4033114;Binding affinity to human His-tagged and [15N-13C-2H], delta1[13CH3]-Ile, [13CH3]-Leu/Val and [13CH3]-Met-labeled USP7-catalytic domain (208 to 554 residues) expressed in Escherichia coli Rosetta 2 (DE3) cells by 2D[1H-15N]-based TROSY spectrum NMR analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4085645;;0;231.25;0;1.52;5;Oc1ccc(-c2nc(C3CCNC3)no2)cc1;Activity;;;;;;Active;;;;;;0;CHEMBL4033114;Binding affinity to human His-tagged and [15N-13C-2H], delta1[13CH3]-Ile, [13CH3]-Leu/Val and [13CH3]-Met-labeled USP7-catalytic domain (208 to 554 residues) expressed in Escherichia coli Rosetta 2 (DE3) cells by 2D[1H-15N]-based TROSY spectrum NMR analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4128728;;0;344.42;0;4.15;34;CCc1c(-c2ccc3c(cnn3C)c2)cnc(N)c1-c1ccc(O)cc1;IC50;'>';63300.0;nM;;;;UO_0000065;;;;;0;CHEMBL4119771;Inhibition of full-length native C-terminal USP7 (unknown origin) using Ub-Rho110 as substrate after 1 hr by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4064074;;0;244.29;0;2.51;6;Oc1ccc(-c2nc(C3CCNCC3)co2)cc1;IC50;'=';85200.0;nM;4.07;;;UO_0000065;16.66;0.31;1.56;6.98;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4091535;;0;296.76;0;4.36;14;Nc1ncc(-c2ccccc2Cl)cc1-c1ccc(O)cc1;IC50;'=';33200.0;nM;4.48;;;UO_0000065;15.09;0.29;0.12;7.57;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4100447;;0;278.31;0;3.41;16;Nc1ncc(-c2ccc(O)cc2)cc1-c1ccc(O)cc1;IC50;'=';11100.0;nM;4.96;;;UO_0000065;17.80;0.32;1.54;6.24;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4099910;;0;344.42;0;4.15;29;CCc1c(-c2ccc3cn(C)nc3c2)cnc(N)c1-c1ccc(O)cc1;IC50;'>';63300.0;nM;;;;UO_0000065;;;;;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL1762621;BARDOXOLONE METHYL;3;505.70;2;6.38;"46; CDDO-Me";COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2;IC50;'=';14080.0;nM;4.85;;;UO_0000065;9.59;0.18;-1.53;5.76;0;CHEMBL4119776;Inhibition of USP7 (unknown origin) using human N-terminal GST-tagged UBA52 as substrate preincubated for 10 mins followed by substrate addition measured after 45 mins by coomassie brilliant blue staining-based SDS-PAGE analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4129140;;0;469.16;1;5.28;13;CC(=O)C1=C(O)C(=O)N(CCc2ccc(Cl)c(Cl)c2)C1c1ccc(Br)cc1;IC50;'=';1600.0;nM;5.80;;;UO_0000065;12.35;0.29;0.52;10.06;0;CHEMBL4119762;Inhibition of human full-length wild-type N-terminal His-tagged USP7 expressed in baculovirus infected Sf9 cells using Ub-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 60 mins by fluorescence based assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf9;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4127188;;0;530.44;2;5.65;25;CC1CS(=O)(=O)c2cc(NC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21;IC50;'=';75.0;nM;7.12;;;UO_0000065;13.43;0.30;1.47;5.97;0;CHEMBL4119768;Inhibition of USP7 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4127578;;0;305.21;0;4.20;38;CC(=O)c1cnc(Sc2c(Cl)cncc2Cl)s1;IC50;'=';22570.0;nM;4.65;;;UO_0000065;15.22;0.37;0.45;10.84;0;CHEMBL4119768;Inhibition of USP7 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL68661;;0;263.30;0;3.83;17;Oc1ccc(-c2cncc(-c3ccc(O)cc3)c2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4643330;;0;521.00;1;4.58;20;O=C1CCC(=O)N1Cc1cc2nccc(-c3cc(Cl)cc4c3O[C@@H](c3onc5c3CNCC5)C4)c2s1;IC50;'=';0.38;nM;9.42;;;UO_0000065;18.08;0.36;4.84;9.66;0;CHEMBL4605951;Inhibition of recombinant full length USP7 (unknown origin) using ubiquintin-rhodamine as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorescence-based Envision plate reader assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4602719;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL4062409;;0;352.22;0;3.96;C11;CC(O)c1nc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';6950.0;nM;5.16;;;UO_0000065;14.64;0.35;1.20;5.79;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4764732;;0;478.48;0;2.66;L22;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc([N+](=O)[O-])cc2)CC1;Inhibition;'=';53.7;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4787129;;0;434.48;0;2.14;L16;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2cccnc2)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4776068;;0;447.51;0;3.06;L33;Cc1ccccc1CN1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4763574;;0;502.38;1;4.06;L39;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2c(Cl)cccc2Cl)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4751684;;0;434.48;0;2.14;L15;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccn2)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4798654;;0;509.59;1;4.34;L19;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(C(c2ccccc2)c2ccccc2)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4780018;;0;478.48;0;2.66;L21;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2cccc([N+](=O)[O-])c2)CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4094344;;0;349.22;0;4.71;C5;CC(=O)c1nc([N+](=O)[O-])c(Sc2ccc(Cl)cc2Cl)s1;IC50;'=';16750.0;nM;4.78;;;UO_0000065;13.68;0.33;0.07;6.53;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4792583;;0;537.39;1;3.38;L48;N#Cc1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)c(Br)c1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4785838;;0;510.78;1;2.36;12;COC(=O)c1ccc(N2CCC(O)(Cn3cnc4c(Br)n(C)nc4c3=O)CC2)c(Cl)c1;IC50;'=';156.6;nM;6.80;;;UO_0000065;13.32;0.30;4.45;6.64;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4588698;;0;277.71;0;3.38;C14;NCc1ccc(OC(=O)Oc2ccc(Cl)cc2)cc1;K;'=';13.0;/M/s;;Non standard unit for type;;;;;;;0;CHEMBL4372619;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) assessed as association constant using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4764732;;0;478.48;0;2.66;L22;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc([N+](=O)[O-])cc2)CC1;IC50;'=';9000.0;nM;5.05;;;UO_0000065;10.55;0.20;2.39;4.23;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4757051;;0;570.42;1;3.30;L45;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)c(Br)c1;IC50;'=';900.0;nM;6.05;;;UO_0000065;10.60;0.22;2.75;5.90;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4752847;;0;451.48;0;2.89;L23;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2F)CC1;IC50;'=';9800.0;nM;5.01;;;UO_0000065;11.09;0.21;2.12;6.57;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4748975;;0;525.97;1;3.19;L44;COC(=O)c1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)c(Cl)c1;IC50;'=';800.0;nM;6.10;;;UO_0000065;11.59;0.23;2.91;5.95;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
